Record start time	t (s)	Thermistor (degC)	P_atmos (Pa)	Rel. Humidity (%)	Density (kg/m^3)	Dew point (degC)	Pressure alt. (m)	Density alt. (m)	Env. sensor temp. (degC)	w_x (dps)	w_y (dps)	w_z (dps)	a_x (g)	a_y (g)	a_z (g)	Inl. sensor temp. (degC)	Stale sample
																	
10/03/2022 21:25:16	0.000000	20.4847	100164.9687	25.0742	1.1856	-0.1597	97.0174	338.8253	27.1000	0.0556	-0.0294	-0.0439	-0.0060	0.0236	1.0030	25.9434	0
10/03/2022 21:25:16	1.000000	20.4722	100164.8047	25.0869	1.1857	-0.1634	97.0312	338.3942	27.1000	0.0441	-0.0409	-0.0591	-0.0058	0.0231	1.0030	25.9277	0
10/03/2022 21:25:16	2.000000	20.4609	100165.1484	25.0625	1.1857	-0.1863	97.0023	337.9224	27.1000	0.0365	-0.0485	-0.0515	-0.0064	0.0229	1.0028	25.9180	0
10/03/2022 21:25:16	3.000000	20.4684	100165.3828	25.0742	1.1857	-0.1735	96.9826	338.1844	27.1000	0.0518	-0.0332	-0.0401	-0.0062	0.0225	1.0030	25.9492	0
10/03/2022 21:25:16	4.000000	20.4571	100164.9687	25.0986	1.1857	-0.1697	97.0174	337.8359	27.1000	0.0556	-0.0485	-0.0439	-0.0062	0.0231	1.0030	25.9844	0
10/03/2022 21:25:16	5.000000	20.4609	100165.4844	25.0742	1.1857	-0.1799	96.9740	337.8985	27.1000	0.0365	-0.0676	-0.0515	-0.0058	0.0229	1.0031	25.9180	0
10/03/2022 21:25:16	6.000000	20.4459	100166.3437	25.0986	1.1858	-0.1793	96.9018	337.2813	27.1000	0.0479	-0.0561	-0.0286	-0.0059	0.0231	1.0032	25.9375	0
10/03/2022 21:25:16	7.000000	20.4446	100167.3828	25.0625	1.1858	-0.2002	96.8145	337.0936	27.1000	0.0708	-0.0371	-0.0477	-0.0059	0.0234	1.0031	25.9395	0
10/03/2022 21:25:16	8.000000	20.4434	100166.4141	25.0986	1.1858	-0.1814	96.8959	337.1818	27.1000	0.0594	-0.0294	-0.0439	-0.0062	0.0234	1.0032	25.9785	0
10/03/2022 21:25:16	9.000000	20.4408	100166.4141	25.0742	1.1858	-0.1969	96.8959	337.0660	27.1000	0.0403	-0.0332	-0.0553	-0.0061	0.0233	1.0032	25.9570	0
10/03/2022 21:25:16	10.000000	20.4559	100166.9297	25.0869	1.1858	-0.1772	96.8526	337.5778	27.1000	0.0556	-0.0561	-0.0515	-0.0058	0.0231	1.0034	25.9316	0
10/03/2022 21:25:16	11.000000	20.4446	100165.7266	25.1221	1.1858	-0.1675	96.9537	337.3214	27.1000	0.0365	-0.0218	-0.0439	-0.0062	0.0230	1.0025	25.9277	0
10/03/2022 21:25:16	12.000000	20.4459	100166.4766	25.0742	1.1858	-0.1927	96.8907	337.2451	27.1100	0.0670	-0.0523	-0.0286	-0.0062	0.0235	1.0033	25.9766	0
10/03/2022 21:25:16	13.000000	20.4659	100166.8203	25.0742	1.1857	-0.1757	96.8618	337.9439	27.1100	0.0556	-0.0561	-0.0553	-0.0062	0.0228	1.0029	25.9395	0
10/03/2022 21:25:16	14.000000	20.4659	100167.3359	25.0869	1.1857	-0.1687	96.8185	337.9025	27.1100	0.0785	-0.0371	-0.0553	-0.0056	0.0227	1.0028	25.9199	0
10/03/2022 21:25:16	15.000000	20.4647	100167.5156	25.1221	1.1857	-0.1505	96.8034	337.8711	27.1100	0.0746	-0.0447	-0.0477	-0.0061	0.0232	1.0029	25.9824	0
10/03/2022 21:25:16	16.000000	20.4772	100168.4609	25.0635	1.1857	-0.1720	96.7239	338.1776	27.1100	0.0594	-0.0485	-0.0286	-0.0057	0.0228	1.0038	26.0410	0
10/03/2022 21:25:16	17.000000	20.4822	100166.8203	25.0625	1.1857	-0.1683	96.8618	338.5302	27.1100	0.0670	-0.0599	-0.0553	-0.0062	0.0232	1.0037	25.9883	0
10/03/2022 21:25:16	18.000000	20.4835	100166.0625	25.0518	1.1856	-0.1731	96.9255	338.6449	27.1100	0.0670	-0.0332	-0.0362	-0.0059	0.0231	1.0028	25.9590	0
10/03/2022 21:25:16	19.000000	20.4897	100166.7422	25.0986	1.1856	-0.1421	96.8684	338.8481	27.1100	0.0556	-0.0409	-0.0439	-0.0061	0.0232	1.0029	25.9590	0
10/03/2022 21:25:16	20.000000	20.4847	100166.4062	25.0518	1.1856	-0.1720	96.8966	338.6555	27.1100	0.0670	-0.0256	-0.0477	-0.0064	0.0234	1.0034	26.0098	0
10/03/2022 21:25:16	21.000000	20.4847	100166.5703	25.1113	1.1856	-0.1394	96.8828	338.6943	27.1100	0.0594	-0.0485	-0.0515	-0.0056	0.0235	1.0029	25.9648	0
10/03/2022 21:25:16	22.000000	20.4897	100166.4062	25.1465	1.1856	-0.1159	96.8966	338.9278	27.1100	0.0518	-0.0409	-0.0401	-0.0062	0.0235	1.0029	25.9570	0
10/03/2022 21:25:16	23.000000	20.5010	100166.4062	25.0518	1.1856	-0.1582	96.8966	339.2525	27.1100	0.0594	-0.0371	-0.0477	-0.0061	0.0232	1.0030	25.9277	0
10/03/2022 21:25:16	24.000000	20.4973	100166.8125	25.0752	1.1856	-0.1485	96.8624	339.0948	27.1100	0.0518	-0.0447	-0.0515	-0.0062	0.0229	1.0028	25.9805	0
10/03/2022 21:25:16	25.000000	20.5060	100166.1250	25.0986	1.1855	-0.1282	96.9202	339.5088	27.1100	0.0632	-0.0218	-0.0629	-0.0054	0.0231	1.0032	25.9883	0
10/03/2022 21:25:16	26.000000	20.5135	100166.4687	25.0752	1.1855	-0.1347	96.8913	339.7262	27.1100	0.0441	-0.0409	-0.0362	-0.0055	0.0228	1.0030	26.0059	0
10/03/2022 21:25:16	27.000000	20.5060	100165.5000	25.0518	1.1855	-0.1540	96.9727	339.5293	27.1100	0.0441	-0.0523	-0.0668	-0.0065	0.0229	1.0031	25.9590	0
10/03/2022 21:25:16	28.000000	20.5186	100166.0156	25.0752	1.1855	-0.1305	96.9294	339.9584	27.1100	0.0746	-0.0447	-0.0401	-0.0061	0.0229	1.0034	25.9961	0
10/03/2022 21:25:16	29.000000	20.5261	100165.5625	25.0996	1.1855	-0.1107	96.9675	340.3031	27.1200	0.0785	-0.0332	-0.0591	-0.0061	0.0232	1.0037	25.9648	0
10/03/2022 21:25:16	30.000000	20.5323	100165.5625	25.0996	1.1854	-0.1054	96.9675	340.5324	27.1200	0.0594	-0.0409	-0.0477	-0.0059	0.0228	1.0028	25.9375	0
10/03/2022 21:25:16	31.000000	20.5474	100166.4219	25.0752	1.1854	-0.1060	96.8953	340.9721	27.1200	0.0670	-0.0523	-0.0401	-0.0058	0.0231	1.0027	25.9883	0
10/03/2022 21:25:16	32.000000	20.5449	100166.6562	25.0752	1.1854	-0.1081	96.8756	340.8568	27.1200	0.0518	-0.0447	-0.0477	-0.0056	0.0227	1.0028	25.9609	0
10/03/2022 21:25:16	33.000000	20.5374	100166.0781	25.0879	1.1854	-0.1075	96.9241	340.6528	27.1200	0.0594	-0.0523	-0.0515	-0.0055	0.0228	1.0035	25.9453	0
