Record start time	t (s)	P0 (Pa)	P1 (Pa)	P2 (Pa)	P3 (Pa)	P4 (Pa)	P5 (Pa)	P6 (Pa)
14/08/2025 16:46:21	1302	-47.5295	43.2785	121.5957	87.2073	-24.2143	-69.8917	27.3101
15/08/2025 16:46:21	1303	-58.914	37.5724	111.8216	69.9257	-42.5123	-83.0691	11.6253
16/08/2025 16:46:21	1304	-69.1208	33.0114	104.3502	55.4886	-58.096	-94.226	-1.9638
17/08/2025 16:46:21	1305	-64.0342	42.6878	109.5913	53.9652	-58.1673	-89.3661	-1.167
18/08/2025 16:46:21	1306	-65.7574	44.4366	107.234	45.9576	-63.6132	-90.1781	-6.8872
19/08/2025 16:46:21	1307	-72.2647	42.413	101.6448	34.0865	-73.4101	-95.8141	-16.6587
20/08/2025 16:46:21	1308	-80.7003	35.9832	91.1338	18.9891	-84.2625	-102.6215	-28.999
21/08/2025 16:46:21	1309	-89.8066	29.0318	80.553	3.7272	-95.3548	-109.9778	-41.7666
22/08/2025 16:46:21	1310	-97.9825	20.8365	67.9669	-11.9954	-104.8617	-115.8941	-54.0551
23/08/2025 16:46:21	1311	-106.9315	11.2002	53.2963	-30.1573	-115.7094	-122.9253	-67.8194
24/08/2025 16:46:21	1312	-104.8462	-126.1743	-120.5868	-51.4879	43.975	11.0988	-68.6586
25/08/2025 16:46:21	1313	-96.9664	-119.667	-111.5747	-34.6737	58.5111	20.4348	-56.1518
26/08/2025 16:46:21	1314	-88.5815	-112.6685	-101.4425	-16.7998	73.24	29.4708	-43.0935
27/08/2025 16:46:21	1315	-81.1885	-106.4987	-92.0937	-0.7678	85.4893	36.5295	-31.5213
28/08/2025 16:46:21	1316	-74.0322	-100.0379	-82.3957	13.5643	94.377	41.0445	-21.0135
29/08/2025 16:46:21	1317	-69.4687	-96.2631	-75.0576	25.3881	100.7924	42.9315	-12.9654
30/08/2025 16:46:21	1318	-65.6683	-92.602	-67.4777	36.4323	105.3028	42.8624	-5.7597
31/08/2025 16:46:21	1319	-64.866	-91.6107	-62.1653	44.9492	107.1766	39.9846	-0.9811
01/09/2025 16:46:21	1320	-64.4472	-89.7825	-56.5672	50.9044	105.218	34.668	2.4313
02/09/2025 16:46:21	1321	-50.248	-73.6029	-36.0535	72.2732	118.8264	44.0318	20.7091
03/09/2025 16:46:21	1322	-42.8355	-63.4271	-21.4448	86.1692	124.6069	46.0663	32.2731
04/09/2025 16:46:21	1323	-40.2798	-57.3588	-10.9662	94.8145	125.1286	43.0199	38.8877
05/09/2025 16:46:21	1324	-36.1584	-48.7821	1.8152	103.7438	125.4983	40.6352	46.4326
06/09/2025 16:46:21	1325	-35.4679	-43.2909	11.9094	110.3438	124.3112	36.2045	51.2659
07/09/2025 16:46:21	1326	-42.4234	-45.3444	13.61	106.2543	112.5144	23.1059	46.5808
08/09/2025 16:46:21	1327	-44.6805	-42.3245	21.0586	108.241	106.9716	15.6426	47.0823
09/09/2025 16:46:21	1328	-44.9065	-36.8764	30.9328	111.4916	102.6191	10.3179	49.1537
10/09/2025 16:46:21	1329	-46.4039	-32.544	39.6597	113.221	96.945	4.3134	49.6268
11/09/2025 16:46:21	1330	-45.7283	-26.0482	49.7239	115.1252	91.4618	0.0806	50.8957
12/09/2025 16:46:21	1331	-42.9943	-17.7021	61.8437	119.5326	88.3384	-1.9311	54.2414
13/09/2025 16:46:21	1332	-40.2479	-9.5433	73.6299	123.4493	84.2694	-4.4135	57.1282
14/09/2025 16:46:21	1333	-37.2936	-1.7712	84.3044	126.3628	79.2658	-6.9248	59.5487
15/09/2025 16:46:21	1334	-34.6172	5.6991	94.6198	129.1504	73.4855	-10.1161	61.7885
16/09/2025 16:46:21	1335	-33.7328	11.161	102.7758	130.2317	65.7754	-15.2566	62.2488
17/09/2025 16:46:21	1336	-34.8926	14.5511	108.0145	128.3119	55.1207	-22.6369	59.9482
18/09/2025 16:46:21	1337	-37.7111	16.1001	109.9197	123.1088	42.2727	-31.3172	55.0369
19/09/2025 16:46:21	1338	-40.3632	18.6443	112.3798	118.3663	29.9855	-39.5189	50.4636
20/09/2025 16:46:21	1339	-41.7857	22.7697	116.4539	115.4607	19.7202	-46.0764	47.1894
21/09/2025 16:46:21	1340	-43.6949	26.2587	118.1887	109.7644	8.2296	-52.7552	41.9418
22/09/2025 16:46:21	1341	-47.7417	28.1249	117.7117	101.8952	-4.5579	-60.8397	34.5556
23/09/2025 16:46:21	1342	-56.8577	25.6477	112.3917	88.7356	-22.149	-73.5198	21.9913
24/09/2025 16:46:21	1343	-63.8935	24.7378	107.7474	76.4547	-37.107	-83.2092	10.9891
25/09/2025 16:46:21	1344	-72.8699	21.2516	100.4351	61.9359	-52.9842	-93.7946	-2.139
26/09/2025 16:46:21	1345	-66.4747	33.1386	108.4213	62.6217	-52.9391	-88.6089	0.277
27/09/2025 16:46:21	1346	-64.8318	39.5542	110.4721	57.8495	-56.7502	-87.295	-2.2397
28/09/2025 16:46:21	1347	-70.6777	38.1246	105.3212	46.6144	-66.2592	-92.4235	-11.4526
29/09/2025 16:46:21	1348	-77.8795	34.7292	97.8273	33.303	-76.6578	-98.4599	-22.2391
30/09/2025 16:46:21	1349	-86.1334	28.461	86.9427	17.6763	-87.6505	-105.132	-34.6005
01/10/2025 16:46:21	1350	-95.1147	21.0688	75.2847	1.6412	-98.5955	-112.1817	-47.4951
02/10/2025 16:46:21	1351	-102.6735	13.4815	63.0396	-13.7811	-107.443	-117.3552	-59.188
03/10/2025 16:46:21	1352	-110.6539	5.0402	49.3361	-31.1278	-117.2595	-123.4106	-71.8057
04/10/2025 16:46:21	1353	-109.0253	-127.1534	-122.3125	-52.3558	40.9152	5.2976	-72.6629
05/10/2025 16:46:21	1354	-101.7464	-121.2391	-114.0668	-36.4467	54.4091	13.6387	-61.2181
06/10/2025 16:46:21	1355	-93.7348	-114.8127	-104.5881	-18.7653	69.2267	22.5374	-48.6918
07/10/2025 16:46:21	1356	-85.678	-107.5748	-94.2198	-2.4844	80.3446	28.6653	-37.025
08/10/2025 16:46:21	1357	-79.0226	-101.9664	-84.9121	13.3212	91.6849	34.3776	-26.1193
09/10/2025 16:46:21	1358	-72.5243	-96.2379	-75.6733	26.8997	99.6847	37.8355	-16.4551
10/10/2025 16:46:21	1359	-69.4223	-93.2137	-68.69	37.5487	103.7123	37.14	-9.888
11/10/2025 16:46:21	1360	-68.9833	-92.3097	-63.6213	45.4969	104.7876	33.4811	-5.725
12/10/2025 16:46:21	1361	-68.1656	-90.2188	-57.3835	52.8195	104.4162	29.1613	-1.4452
13/10/2025 16:46:21	1362	-71.4018	-91.7632	-54.1114	57.5928	101.9632	21.9	-0.0826
14/10/2025 16:46:21	1363	-55.6993	-73.1949	-30.7247	80.0335	115.9305	31.8718	19.7949
15/10/2025 16:46:21	1364	-50.8303	-65.0207	-17.8678	90.7617	118.6435	31.1134	28.5652
16/10/2025 16:46:21	1365	-49.1093	-59.1948	-7.4374	97.5926	117.2338	26.7466	33.834
17/10/2025 16:46:21	1366	-54.2694	-59.9923	-3.2531	98.7175	110.6701	16.6394	32.7907
18/10/2025 16:46:21	1367	-61.8388	-62.8384	-1.2156	96.0724	100.1005	3.5874	28.4583
19/10/2025 16:46:21	1368	-65.3462	-61.4408	4.8574	96.3391	92.6259	-5.3979	27.2066
20/10/2025 16:46:21	1369	-63.64	-54.4834	16.5565	101.2076	89.688	-8.909	30.7403
21/10/2025 16:46:21	1370	-62.5377	-47.7908	27.9319	105.3056	86.0558	-12.569	33.4036
22/10/2025 16:46:21	1371	-60.548	-40.1999	40.3837	110.5186	83.4104	-14.8808	36.8733
23/10/2025 16:46:21	1372	-56.8338	-31.3517	53.1842	115.6057	80.9078	-15.7263	40.9993
24/10/2025 16:46:21	1373	-53.0392	-22.5747	65.8023	120.2248	77.4008	-17.0418	44.5331
25/10/2025 16:46:21	1374	-49.6603	-14.6634	77.0194	123.7073	72.9673	-18.7642	47.492
26/10/2025 16:46:21	1375	-47.2303	-7.6595	87.1849	126.1377	66.9087	-21.8544	49.5825
27/10/2025 16:46:21	1376	-45.6069	-1.9743	94.9971	126.2846	58.8682	-26.1073	49.9014
28/10/2025 16:46:21	1377	-46.301	2.0232	101.7696	125.9177	49.4974	-32.5056	48.8403
29/10/2025 16:46:21	1378	-47.4407	4.993	104.8295	121.7167	38.2003	-39.1034	45.5504
30/10/2025 16:46:21	1379	-50.8175	6.7787	106.8044	116.3977	25.2271	-47.7291	40.5546
31/10/2025 16:46:21	1380	-52.623	10.0403	109.231	111.5128	13.5638	-54.5342	36.2438
01/11/2025 16:46:21	1381	-54.5006	13.4141	110.6261	105.3095	1.6455	-61.0943	31.0063
02/11/2025 16:46:21	1382	-60.4152	13.4298	108.1822	95.3484	-13.2982	-70.9459	21.886
03/11/2025 16:46:21	1383	-64.9293	15.1179	106.6807	86.1992	-26.3962	-78.7942	13.797
04/11/2025 16:46:21	1384	-71.2305	14.7659	102.9243	75.1006	-40.4818	-87.5015	3.7415
05/11/2025 16:46:21	1385	-67.9016	23.6048	107.6082	72.4165	-44.7069	-85.9427	2.7854
06/11/2025 16:46:21	1386	-67.709	29.0595	108.621	66.2144	-51.3962	-86.9485	-1.2891
07/11/2025 16:46:21	1387	-68.7058	32.9971	108.0524	58.6124	-58.3146	-88.3483	-6.4187
08/11/2025 16:46:21	1388	-74.7658	31.2752	101.5506	45.6722	-69.0587	-94.1258	-16.3844
09/11/2025 16:46:21	1389	-83.0364	26.1818	91.6005	30.1285	-80.6929	-101.0128	-28.6875
10/11/2025 16:46:21	1390	-91.3824	20.1093	81.0965	14.9092	-91.353	-107.5262	-40.7751
11/11/2025 16:46:21	1391	-100.6026	13.1707	69.9463	-1.0606	-102.5223	-114.8177	-53.5235
12/11/2025 16:46:21	1392	-107.556	6.0273	57.8578	-16.1901	-110.6991	-119.3252	-64.6402
13/11/2025 16:46:21	1393	-114.4467	-1.3658	45.169	-32.2316	-119.0196	-123.9616	-75.9447
14/11/2025 16:46:21	1394	-113.0013	-127.6723	-123.8057	-53.4667	37.2058	-0.9131	-76.8867
15/11/2025 16:46:21	1395	-105.6018	-121.6803	-115.6268	-37.7979	50.2027	6.9912	-65.7361
16/11/2025 16:46:21	1396	-98.3383	-115.9468	-107.0964	-21.6018	63.1899	14.343	-54.5543
17/11/2025 16:46:21	1397	-91.1859	-110.0184	-97.951	-5.2808	75.6916	21.2062	-43.376
18/11/2025 16:46:21	1398	-84.3363	-104.0782	-88.634	10.0292	85.9367	26.134	-32.901
19/11/2025 16:46:21	1399	-77.6785	-98.2307	-79.0954	25.0134	95.5583	30.4186	-22.6668
20/11/2025 16:46:21	1400	-74.312	-95.0075	-71.799	36.0668	99.8547	29.8019	-15.9053
21/11/2025 16:46:21	1401	-72.5424	-92.8389	-65.3484	45.4944	102.3356	27.3983	-10.4458
22/11/2025 16:46:21	1402	-69.7852	-88.881	-56.8862	55.156	104.2742	25.0924	-4.0459
23/11/2025 16:46:21	1403	-73.2635	-90.7301	-53.1672	61.1688	103.192	18.2522	-2.1787
24/11/2025 16:46:21	1404	-69.2839	-84.0992	-41.2771	71.8397	105.3926	16.4871	5.8826
25/11/2025 16:46:21	1405	-66.8078	-78.4888	-30.6588	80.4887	106.0552	13.4968	12.32
26/11/2025 16:46:21	1406	-66.8113	-74.7814	-21.4739	87.5643	105.2614	8.5185	16.8526
27/11/2025 16:46:21	1407	-76.1208	-79.9381	-21.6876	83.8022	93.7127	-6.1588	10.9886
28/11/2025 16:46:21	1408	-78.5849	-77.9649	-14.947	84.7693	86.5205	-14.9044	10.668
29/11/2025 16:46:21	1409	-81.3522	-76.1516	-7.4458	87.2649	81.1459	-22.5816	10.7554
30/11/2025 16:46:21	1410	-79.9967	-69.9942	3.8218	91.8382	77.8779	-26.2895	13.8331
01/12/2025 16:46:21	1411	-77.5413	-62.451	16.6672	98.0561	76.2473	-28.2802	18.021
02/12/2025 16:46:21	1412	-74.184	-54.0825	29.8677	103.7036	73.9087	-29.4925	21.9775
03/12/2025 16:46:21	1413	-69.2072	-44.4265	43.5501	109.5909	72.2052	-28.9664	27.0581
04/12/2025 16:46:21	1414	-64.0838	-34.6479	57.4339	115.577	70.0767	-28.6775	31.8978
05/12/2025 16:46:21	1415	-62.1541	-28.2489	67.9717	118.684	64.9839	-31.3046	34.0055
06/12/2025 16:46:21	1416	-59.3899	-21.2403	78.3147	121.1448	59.1195	-33.7497	36.1984
07/12/2025 16:46:21	1417	-58.1	-15.8354	86.6248	121.9655	51.6742	-37.6555	36.99
08/12/2025 16:46:21	1418	-56.3947	-10.2897	93.5606	121.1689	43.1757	-41.457	36.9448
09/12/2025 16:46:21	1419	-59.0238	-8.0508	97.866	118.4211	32.027	-49.0439	33.9215
10/12/2025 16:46:21	1420	-63.1366	-6.9481	99.1284	112.0081	17.9309	-58.2738	28.2107
11/12/2025 16:46:21	1421	-65.3203	-4.5161	100.1065	105.4776	5.3154	-65.2247	23.1855
12/12/2025 16:46:21	1422	-66.7572	-1.0784	100.9967	98.6428	-6.823	-71.1552	18.0582
13/12/2025 16:46:21	1423	-70.5389	0.6061	100.0031	90.2917	-19.8736	-78.5473	10.9078
14/12/2025 16:46:21	1424	-71.9871	5.179	101.4722	84.2852	-30.0602	-83.0927	6.0358
15/12/2025 16:46:21	1425	-68.6427	14.1481	106.2702	81.6018	-35.2661	-82.3178	5.1731
16/12/2025 16:46:21	1426	-65.8978	23.2197	111.082	78.3717	-40.853	-81.7912	3.8067
17/12/2025 16:46:21	1427	-69.4049	23.9607	106.4238	66.9539	-51.3838	-86.0375	-4.5201
18/12/2025 16:46:21	1428	-74.4927	23.9313	101.7824	55.3371	-62.3468	-91.3616	-13.4705
19/12/2025 16:46:21	1429	-79.4559	23.0958	95.884	43.1298	-72.2253	-95.9697	-22.4435
20/12/2025 16:46:21	1430	-87.945	18.0363	86.3229	27.9543	-84.0766	-103.097	-34.567
21/12/2025 16:46:21	1431	-97.1613	11.6919	75.3475	11.7722	-95.9656	-110.684	-47.3667
22/12/2025 16:46:21	1432	-106.0647	4.6242	63.3695	-4.8601	-106.9553	-117.5775	-60.1593
23/12/2025 16:46:21	1433	-111.8675	-1.3849	52.2261	-19.0418	-113.7819	-120.7735	-70.0627
24/12/2025 16:46:21	1434	-117.8844	-7.852	40.5025	-33.8281	-120.6695	-124.1829	-80.1157
25/12/2025 16:46:21	1435	-116.8683	-127.97	-125.4244	-55.1945	32.7102	-7.6939	-81.4083
26/12/2025 16:46:21	1436	-110.1727	-122.8181	-118.0861	-39.6028	46.172	0.1585	-70.8725
27/12/2025 16:46:21	1437	-103.0898	-117.2314	-109.742	-23.7485	58.345	6.7524	-60.2048
28/12/2025 16:46:21	1438	-96.5329	-111.9048	-101.3721	-8.6173	69.3149	12.3822	-50.0939
29/12/2025 16:46:21	1439	-90.3852	-106.8436	-92.9444	6.0932	79.2686	16.8846	-40.3709
30/12/2025 16:46:21	1440	-85.0412	-102.3928	-84.7751	19.9752	87.8472	19.8769	-31.4515
31/12/2025 16:46:21	1441	-79.6605	-97.276	-75.7524	32.6733	93.8332	21.0491	-22.9303
01/01/2026 16:46:21	1442	-76.0888	-93.6748	-67.5517	44.8604	99.7569	21.4966	-15.2943
02/01/2026 16:46:21	1443	-73.4914	-89.9968	-58.8552	55.059	102.2804	19.3518	-8.7771
03/01/2026 16:46:21	1444	-74.3573	-89.1626	-52.4169	62.8997	102.6278	14.3779	-4.9212
04/01/2026 16:46:21	1445	-75.3022	-87.7756	-45.7943	68.5634	100.2221	8.0439	-1.957
05/01/2026 16:46:21	1446	-80.7852	-90.5031	-42.5846	71.3848	95.3795	-1.7661	-2.388
06/01/2026 16:46:21	1447	-82.3886	-88.3984	-35.0453	75.9568	91.7176	-9.0915	-0.2665
07/01/2026 16:46:21	1448	-81.1561	-83.3425	-24.7049	82.3412	90.1287	-13.5393	4.0444
08/01/2026 16:46:21	1449	-80.9567	-79.0295	-14.2231	88.4675	88.0189	-18.7833	7.4147
09/01/2026 16:46:21	1450	-86.047	-80.042	-9.7237	87.3962	79.1706	-29.0569	4.3927
10/01/2026 16:46:21	1451	-91.1534	-80.7048	-5.0483	85.3005	69.1228	-39.2897	0.6136
11/01/2026 16:46:21	1452	-89.5349	-74.4637	6.9725	91.1845	67.0858	-41.9316	4.0242
12/01/2026 16:46:21	1453	-85.6002	-65.9835	20.4326	97.1307	64.9538	-42.6424	8.3263
13/01/2026 16:46:21	1454	-81.933	-57.936	33.3946	102.8921	62.9134	-42.9331	12.5341
14/01/2026 16:46:21	1455	-79.009	-50.8652	44.5919	106.3233	58.3818	-44.5088	14.9835
15/01/2026 16:46:21	1456	-73.7107	-41.6565	57.7235	111.7791	55.9675	-43.599	19.8943
16/01/2026 16:46:21	1457	-71.0609	-34.9483	68.3822	114.796	50.6675	-45.5412	22.3231
17/01/2026 16:46:21	1458	-69.664	-29.3512	77.8563	117.1342	44.5168	-48.6369	23.9735
18/01/2026 16:46:21	1459	-69.4459	-25.3962	83.1872	114.6042	34.5447	-53.5077	22.5832
19/01/2026 16:46:21	1460	-73.9212	-25.3564	84.4668	108.3537	20.5794	-62.7527	17.0393
20/01/2026 16:46:21	1461	-74.1088	-21.1318	87.7641	103.6828	9.4603	-67.8552	14.3179
21/01/2026 16:46:21	1462	-75.8339	-18.1899	89.7153	98.1255	-2.3614	-73.9743	10.2532
22/01/2026 16:46:21	1463	-77.7677	-14.6732	91.8985	92.5841	-14.3353	-80.2213	5.7345
23/01/2026 16:46:21	1464	-72.2252	-4.082	99.3354	92.599	-18.7875	-78.323	7.572
24/01/2026 16:46:21	1465	-72.1881	1.8253	101.6148	87.129	-28.2177	-81.3229	3.9789
25/01/2026 16:46:21	1466	-71.6292	7.7029	102.567	80.5066	-36.8865	-83.22	0.032
26/01/2026 16:46:21	1467	-71.8018	12.9687	103.1917	73.6863	-45.1684	-85.0077	-4.4699
27/01/2026 16:46:21	1468	-75.119	14.7063	100.4827	64.0827	-55.0875	-89.1	-11.6059
28/01/2026 16:46:21	1469	-77.8154	16.9009	97.3815	53.9366	-64.1773	-92.1489	-18.4556
29/01/2026 16:46:21	1470	-82.2644	16.6687	92.0942	42.2316	-73.832	-96.0422	-26.9824
30/01/2026 16:46:21	1471	-91.0578	11.4894	82.0299	26.3986	-86.2481	-103.4626	-39.3349
31/01/2026 16:46:21	1472	-99.9023	5.03	70.1917	9.601	-97.8391	-110.5749	-51.9214
01/02/2026 16:46:21	1473	-108.9962	-2.81	57.0636	-7.6677	-108.8438	-117.5388	-64.938
02/02/2026 16:46:21	1474	-115.5243	-8.8437	46.0475	-22.1994	-116.4885	-121.5318	-75.2104
03/02/2026 16:46:21	1475	-122.2945	-14.7408	35.6202	-36.2657	-123.6212	-125.4421	-85.2327
04/02/2026 16:46:21	1476	-120.6008	-128.0955	-126.9421	-56.5894	28.9486	-13.7885	-85.6771
05/02/2026 16:46:21	1477	-114.0692	-123.2226	-120.1752	-42.5717	40.3019	-7.3281	-76.1991
06/02/2026 16:46:21	1478	-108.0892	-118.7895	-113.0104	-27.386	51.8271	-1.7632	-66.6691
07/02/2026 16:46:21	1479	-101.6514	-113.6109	-104.9005	-12.7324	61.946	3.1617	-57.0411
08/02/2026 16:46:21	1480	-97.1106	-110.5025	-98.2635	1.5245	72.4868	7.4003	-48.4352
09/02/2026 16:46:21	1481	-91.4827	-105.714	-89.9047	14.7066	79.8188	9.7218	-39.7623
10/02/2026 16:46:21	1482	-86.5569	-101.2708	-81.2886	27.935	86.8443	11.2673	-31.3817
11/02/2026 16:46:21	1483	-82.1039	-96.7054	-72.162	40.1294	92.2956	11.7422	-23.4729
12/02/2026 16:46:21	1484	-78.289	-92.1571	-62.3894	52.0347	97.0168	11.3627	-15.6118
13/02/2026 16:46:21	1485	-77.1422	-89.6664	-54.2808	61.704	99.3912	8.4507	-9.9463
14/02/2026 16:46:21	1486	-76.9264	-87.3877	-46.2962	69.4377	99.1846	3.7151	-5.5246
15/02/2026 16:46:21	1487	-79.4836	-87.454	-40.1798	74.9423	97.0769	-3.2264	-3.3856
16/02/2026 16:46:21	1488	-81.7962	-86.2943	-33.3394	78.4115	92.2473	-11.3666	-2.2586
17/02/2026 16:46:21	1489	-83.5162	-84.5099	-25.3776	83.3558	89.2831	-18.0644	-0.3425
18/02/2026 16:46:21	1490	-84.6374	-81.8727	-16.8826	86.5613	84.2047	-25.2417	0.678
19/02/2026 16:46:21	1491	-86.2436	-79.691	-8.4125	90.0101	79.6062	-31.8854	1.3252
20/02/2026 16:46:21	1492	-88.466	-77.8508	-0.3516	92.3675	73.892	-38.6587	1.0069
21/02/2026 16:46:21	1493	-86.7978	-72.1761	10.8105	97.0265	70.7856	-41.3594	3.6431
22/02/2026 16:46:21	1494	-84.9527	-66.0996	22.7928	102.2908	67.7791	-43.748	6.4803
23/02/2026 16:46:21	1495	-85.7445	-63.0448	30.6959	102.8704	60.5181	-48.6743	5.6238
24/02/2026 16:46:21	1496	-87.404	-60.6885	38.154	102.9693	52.3125	-54.4045	4.1048
25/02/2026 16:46:21	1497	-88.1057	-58.1714	44.062	101.1291	43.358	-59.1453	2.3691
26/02/2026 16:46:21	1498	-86.9484	-53.3589	52.7314	102.3158	36.6642	-62.0626	3.2491
27/02/2026 16:46:21	1499	-84.2686	-46.7075	63.0366	105.011	31.118	-63.6437	5.8149
28/02/2026 16:46:21	1500	-84.3238	-42.9126	68.5509	102.5474	21.1257	-68.3875	4.4149
01/03/2026 16:46:21	1501	-78.8196	-33.2104	78.9078	105.2455	16.8125	-67.3782	8.5432
02/03/2026 16:46:21	1502	-77.2429	-26.9087	85.385	103.9043	8.2625	-70.3112	8.5752
03/03/2026 16:46:21	1503	-75.714	-20.6944	90.96	101.9817	-0.0759	-72.8912	8.0335
04/03/2026 16:46:21	1504	-72.7753	-13.399	95.21	98.4371	-8.2799	-74.0351	7.2562
05/03/2026 16:46:21	1505	-73.0576	-8.7688	96.7227	92.5316	-18.4888	-77.6126	3.4895
06/03/2026 16:46:21	1506	-74.5878	-4.876	97.0718	85.4788	-29.2589	-81.8036	-1.517
07/03/2026 16:46:21	1507	-75.4607	0.5456	98.6779	79.2075	-39.1574	-85.1144	-5.7759
08/03/2026 16:46:21	1508	-77.5752	3.4837	96.7303	70.0253	-49.5196	-88.493	-12.2952
09/03/2026 16:46:21	1509	-79.8941	5.9766	93.793	60.1094	-59.0125	-91.505	-18.7334
10/03/2026 16:46:21	1510	-80.7678	9.43	91.1722	50.6071	-66.4731	-92.4367	-24.1942
11/03/2026 16:46:21	1511	-88.5824	6.1966	83.3758	36.4877	-78.8633	-99.4083	-35.3415
12/03/2026 16:46:21	1512	-97.8184	0.6	72.7606	20.1285	-91.7585	-107.1589	-47.9931
13/03/2026 16:46:21	1513	-105.8284	-4.723	62.1445	4.3688	-102.679	-113.5061	-59.4993
14/03/2026 16:46:21	1514	-113.7912	-10.534	51.3061	-11.2217	-112.7241	-119.2955	-71.0803
15/03/2026 16:46:21	1515	-119.3338	-16.4	39.8704	-25.507	-119.2271	-122.186	-80.5558
16/03/2026 16:46:21	1516	-125.8726	-22.1574	28.9756	-40.1935	-126.5304	-126.2484	-90.4449
17/03/2026 16:46:21	1517	-122.2071	-126.2034	-126.7353	-58.049	23.894	-19.9889	-88.8998
18/03/2026 16:46:21	1518	-117.2958	-123.0945	-121.8229	-44.8164	35.2884	-14.2221	-80.8431
19/03/2026 16:46:21	1519	-112.1871	-119.6629	-115.7957	-30.8353	45.869	-9.4643	-72.4177
20/03/2026 16:46:21	1520	-107.6273	-116.4045	-109.4359	-17.0337	55.4575	-5.8097	-64.3421
21/03/2026 16:46:21	1521	-102.8571	-112.929	-102.7221	-3.8267	63.9536	-2.9164	-56.377
22/03/2026 16:46:21	1522	-98.2223	-109.3704	-95.455	8.9229	71.4192	-0.8592	-48.502
23/03/2026 16:46:21	1523	-92.3039	-104.067	-86.0125	22.3532	78.5957	1.3245	-39.6218
24/03/2026 16:46:21	1524	-88.4636	-100.3678	-77.467	35.0511	85.115	2.0308	-31.918
25/03/2026 16:46:21	1525	-85.3245	-96.7239	-68.443	46.7938	89.7946	1.2593	-24.6698
26/03/2026 16:46:21	1526	-82.922	-93.2056	-59.6141	55.8473	91.3034	-1.3811	-18.748
27/03/2026 16:46:21	1527	-81.7696	-90.4104	-50.7718	64.7477	92.5613	-4.7997	-13.3983
28/03/2026 16:46:21	1528	-82.446	-88.8275	-42.7601	72.1963	92.3067	-9.938	-9.6529
29/03/2026 16:46:21	1529	-85.6799	-89.0118	-36.4198	76.2117	88.141	-18.2324	-8.9732
30/03/2026 16:46:21	1530	-87.2189	-87.3726	-28.3009	81.2285	85.3054	-24.7142	-7.1419
31/03/2026 16:46:21	1531	-87.6406	-84.4489	-19.1353	85.4478	81.3338	-30.938	-5.4718
01/04/2026 16:46:21	1532	-87.7289	-81.1813	-9.7139	89.6249	77.5754	-36.1626	-3.8128
02/04/2026 16:46:21	1533	-88.4241	-78.1797	-0.2324	93.513	73.2463	-41.4458	-2.8811
03/04/2026 16:46:21	1534	-88.8185	-74.917	9.1805	96.8483	68.6084	-46.0333	-2.1557
04/04/2026 16:46:21	1535	-89.0042	-71.5392	18.1808	99.1515	62.9024	-50.5228	-2.0137
05/04/2026 16:46:21	1536	-89.649	-68.7731	26.0157	100.0465	56.1336	-55.006	-2.6204
06/04/2026 16:46:21	1537	-88.7565	-64.4145	35.371	102.0615	50.1314	-57.9829	-1.9322
07/04/2026 16:46:21	1538	-91.0715	-63.6475	40.6291	100.1034	40.5315	-63.854	-4.7002
08/04/2026 16:46:21	1539	-92.3761	-61.3597	47.3864	99.4288	31.8524	-68.6997	-5.918
09/04/2026 16:46:21	1540	-85.1702	-50.6082	61.0199	105.2118	30.1006	-65.5747	0.5838
10/04/2026 16:46:21	1541	-81.2229	-42.9872	70.1913	106.5007	24.2232	-65.8666	3.2092
11/04/2026 16:46:21	1542	-82.3527	-39.7632	74.8851	103.8394	14.2866	-70.8379	1.4027
12/04/2026 16:46:21	1543	-80.1363	-33.439	80.5717	101.6154	5.97	-72.6989	1.6522
13/04/2026 16:46:21	1544	-78.4621	-27.4509	85.4737	98.96	-2.5106	-74.8137	0.9765
14/04/2026 16:46:21	1545	-78.2551	-22.7774	87.8049	93.682	-12.6523	-78.1824	-1.7959
15/04/2026 16:46:21	1546	-78.1408	-18.136	89.0529	87.627	-22.5283	-81.0726	-5.1961
16/04/2026 16:46:21	1547	-80.2761	-14.5849	89.3152	80.2406	-33.9913	-85.7704	-10.3699
17/04/2026 16:46:21	1548	-81.5974	-9.9874	89.6012	72.6906	-44.8744	-89.4185	-15.3966
18/04/2026 16:46:21	1549	-80.9822	-4.5883	89.3497	65.064	-53.105	-90.0761	-19.3618
19/04/2026 16:46:21	1550	-85.5287	-3.604	85.9634	54.6567	-64.1402	-94.9121	-27.0715
20/04/2026 16:46:21	1551	-90.629	-4.2246	79.8331	41.9749	-75.1428	-99.5327	-36.0103
21/04/2026 16:46:21	1552	-96.9768	-6.3797	72.6534	28.6087	-86.1274	-104.8115	-45.8284
22/04/2026 16:46:21	1553	-102.9376	-9.2466	63.9641	14.4054	-96.0001	-109.3001	-55.5786
23/04/2026 16:46:21	1554	-111.1603	-14.0687	54.3625	-0.5464	-106.9644	-115.6738	-66.7124
24/04/2026 16:46:21	1555	-117.6759	-19.2161	43.5578	-15.6285	-115.624	-119.9623	-76.9925
25/04/2026 16:46:21	1556	-123.0188	-23.8559	33.2559	-29.7129	-122.4253	-122.9804	-86.0547
26/04/2026 16:46:21	1557	-127.589	-28.0103	23.3124	-43.2596	-127.7913	-125.1427	-94.1528
27/04/2026 16:46:21	1558	-125.7289	-126.436	-128.9034	-61.1736	18.5262	-26.7558	-93.813
