Record start time	t (s)	P0 (Pa)	P1 (Pa)	P2 (Pa)	P3 (Pa)	P4 (Pa)	P5 (Pa)	P6 (Pa)
28/04/2026 16:46:21	1559	-120.8581	-123.2795	-123.9658	-48.312	28.8963	-21.8026	-86.1434
29/04/2026 16:46:21	1560	-116.5391	-120.8766	-119.092	-35.0162	39.3421	-17.3687	-78.5986
30/04/2026 16:46:21	1561	-112.6107	-118.313	-113.4353	-21.9988	47.9737	-14.6845	-71.3259
01/05/2026 16:46:21	1562	-108.6554	-115.5905	-107.5023	-9.5143	55.5288	-12.8821	-64.3465
02/05/2026 16:46:21	1563	-104.1824	-112.1956	-100.5436	2.6201	62.3807	-11.3175	-57.089
03/05/2026 16:46:21	1564	-98.74	-107.5803	-91.7632	15.8689	69.8012	-9.1535	-48.7114
04/05/2026 16:46:21	1565	-94.245	-103.4563	-82.8714	28.8157	76.7311	-7.744	-40.6126
05/05/2026 16:46:21	1566	-90.5283	-99.5098	-73.6377	40.1602	80.9304	-8.466	-33.3613
06/05/2026 16:46:21	1567	-90.2063	-98.4656	-66.7029	48.4245	81.9339	-12.4694	-29.1271
07/05/2026 16:46:21	1568	-89.6571	-96.5973	-58.5547	56.3969	82.2486	-16.7139	-24.674
08/05/2026 16:46:21	1569	-91.0206	-95.9996	-51.2919	63.2265	81.5057	-22.3748	-21.8871
09/05/2026 16:46:21	1570	-92.3644	-94.8312	-43.4654	68.8896	79.2442	-28.6394	-19.6886
10/05/2026 16:46:21	1571	-92.2277	-91.9675	-33.9925	75.2224	77.7438	-33.4977	-16.5732
11/05/2026 16:46:21	1572	-92.1449	-88.9528	-24.5735	79.9481	74.3702	-38.9372	-14.5769
12/05/2026 16:46:21	1573	-92.1769	-85.9591	-14.8184	85.392	71.936	-43.5296	-12.4577
13/05/2026 16:46:21	1574	-92.5802	-83.1664	-5.7875	88.3334	66.7587	-48.8664	-11.9603
14/05/2026 16:46:21	1575	-92.865	-80.3074	3.6745	92.3839	62.8627	-53.0398	-11.0036
15/05/2026 16:46:21	1576	-92.9547	-77.2959	12.5976	94.7541	57.2007	-57.3577	-10.9164
16/05/2026 16:46:21	1577	-92.5309	-74.0455	20.8911	96.2663	51.2828	-60.6853	-10.9008
17/05/2026 16:46:21	1578	-92.1527	-70.6023	29.9465	98.6235	45.5749	-63.759	-10.2892
18/05/2026 16:46:21	1579	-88.777	-64.731	40.3877	102.1994	41.8765	-63.6002	-7.4789
19/05/2026 16:46:21	1580	-87.2439	-60.0242	48.6458	102.3156	34.5058	-65.6881	-6.8654
20/05/2026 16:46:21	1581	-86.6129	-55.9826	56.0425	102.3638	27.1267	-68.4391	-6.5788
21/05/2026 16:46:21	1582	-86.5455	-51.8807	62.4393	101.0956	18.355	-71.9552	-7.0329
22/05/2026 16:46:21	1583	-86.138	-47.4446	68.0295	99.2058	9.6798	-75.0368	-7.4607
23/05/2026 16:46:21	1584	-85.0762	-42.0249	73.5544	96.8227	0.8203	-77.5602	-7.7206
24/05/2026 16:46:21	1585	-83.537	-36.9199	75.861	91.2571	-8.9019	-79.5583	-9.4369
25/05/2026 16:46:21	1586	-84.1458	-32.6873	78.6823	86.5235	-19.2715	-83.3966	-12.3056
26/05/2026 16:46:21	1587	-84.128	-27.5844	81.2122	81.5376	-29.0201	-86.4031	-14.9878
27/05/2026 16:46:21	1588	-85.142	-23.664	80.7826	73.5341	-39.9251	-89.7744	-19.6665
28/05/2026 16:46:21	1589	-85.1289	-18.5544	81.4007	66.8114	-49.089	-91.5428	-23.3989
29/05/2026 16:46:21	1590	-88.6159	-16.3545	79.2893	57.3286	-60.3362	-95.7761	-29.996
30/05/2026 16:46:21	1591	-92.8489	-16.0006	74.277	45.6912	-71.1937	-99.8047	-37.8443
31/05/2026 16:46:21	1592	-97.7531	-16.6846	68.1549	33.3668	-81.6519	-103.8915	-46.2815
01/06/2026 16:46:21	1593	-102.2906	-17.0765	62.4562	21.4857	-91.0785	-107.4328	-54.1933
02/06/2026 16:46:21	1594	-108.751	-19.3321	55.4897	8.5722	-101.1923	-112.1575	-63.6676
03/06/2026 16:46:21	1595	-114.5859	-22.7546	46.2218	-5.5201	-109.7699	-116.0826	-72.7971
04/06/2026 16:46:21	1596	-120.1202	-26.8301	36.2215	-19.7976	-117.4862	-119.3765	-81.9407
05/06/2026 16:46:21	1597	-125.2574	-30.5456	27.0612	-33.1731	-124.2569	-122.2892	-90.4352
06/06/2026 16:46:21	1598	-130.6132	-34.6241	17.5433	-46.7946	-130.425	-125.3326	-98.8484
07/06/2026 16:46:21	1599	-128.0717	-125.6722	-129.9918	-63.7689	13.5707	-32.7126	-97.707
08/06/2026 16:46:21	1600	-124.0041	-123.2328	-125.8292	-51.4672	23.0736	-28.8757	-90.9609
09/06/2026 16:46:21	1601	-119.8509	-120.9356	-121.3568	-39.132	32.0309	-25.5528	-84.1882
10/06/2026 16:46:21	1602	-116.2333	-118.6564	-116.2165	-26.9817	39.7302	-23.598	-77.657
11/06/2026 16:46:21	1603	-114.3988	-118.1066	-112.3552	-16.2206	46.0059	-23.4827	-72.6806
12/06/2026 16:46:21	1604	-109.9331	-114.8776	-105.8406	-4.4156	52.8713	-21.806	-65.8404
13/06/2026 16:46:21	1605	-105.2512	-111.2919	-98.1865	8.3015	60.2995	-19.9059	-58.2403
14/06/2026 16:46:21	1606	-100.8309	-107.5286	-89.6255	20.8096	66.7252	-18.8443	-50.5091
15/06/2026 16:46:21	1607	-97.2367	-103.9889	-80.6041	31.7729	70.5989	-19.731	-43.6335
16/06/2026 16:46:21	1608	-94.7839	-101.1283	-72.0396	40.9222	72.532	-21.9679	-38.0517
17/06/2026 16:46:21	1609	-96.0172	-101.4676	-65.7553	48.2204	72.5792	-27.1768	-35.1607
18/06/2026 16:46:21	1610	-97.6943	-101.5655	-59.4127	52.8069	69.392	-34.0367	-33.7052
19/06/2026 16:46:21	1611	-99.2936	-101.0531	-51.5178	59.8483	68.6002	-39.8411	-31.3758
20/06/2026 16:46:21	1612	-98.7067	-98.1982	-42.1444	65.932	67.0788	-44.1608	-28.2682
21/06/2026 16:46:21	1613	-98.4467	-95.3908	-32.3397	71.9991	65.0442	-49.041	-25.7729
22/06/2026 16:46:21	1614	-96.7933	-91.2264	-21.9162	77.4108	62.7726	-52.3726	-22.9664
23/06/2026 16:46:21	1615	-96.0138	-87.9012	-12.1586	81.937	59.5491	-55.9969	-21.2156
24/06/2026 16:46:21	1616	-95.643	-85.068	-2.6791	86.5247	56.423	-59.4047	-20.0001
25/06/2026 16:46:21	1617	-94.348	-81.1966	7.075	89.7689	51.8564	-62.0806	-18.6992
26/06/2026 16:46:21	1618	-93.5614	-77.9682	16.6522	93.4187	47.4977	-64.9119	-17.7978
27/06/2026 16:46:21	1619	-91.8059	-73.7518	26.0685	95.9688	42.631	-66.3589	-16.2849
28/06/2026 16:46:21	1620	-92.2651	-71.8622	32.6348	95.3328	34.621	-70.0486	-17.5434
29/06/2026 16:46:21	1621	-90.734	-67.5222	40.209	94.8925	27.2102	-71.7653	-17.0633
30/06/2026 16:46:21	1622	-91.1092	-64.4453	47.164	94.9063	19.686	-74.9177	-17.2847
01/07/2026 16:46:21	1623	-91.3151	-60.8899	52.9528	93.2192	10.9355	-78.0975	-18.0624
02/07/2026 16:46:21	1624	-90.787	-56.4973	58.1443	90.6539	2.0281	-80.6839	-18.4985
03/07/2026 16:46:21	1625	-89.636	-51.2899	62.977	87.64	-6.702	-82.6075	-18.7567
04/07/2026 16:46:21	1626	-88.4302	-45.9583	67.0424	84.1687	-15.5069	-84.5833	-19.6199
05/07/2026 16:46:21	1627	-87.3126	-40.0756	71.3759	80.807	-24.5187	-86.595	-20.7717
06/07/2026 16:46:21	1628	-87.4239	-35.6498	72.6475	74.6908	-34.4242	-89.2398	-23.811
07/07/2026 16:46:21	1629	-87.9405	-31.6526	72.1335	66.7612	-44.7203	-91.7112	-27.9531
08/07/2026 16:46:21	1630	-90.9939	-29.7754	69.9613	57.6477	-55.8137	-95.815	-33.9467
09/07/2026 16:46:21	1631	-96.3872	-29.6038	66.2087	46.9213	-68.2356	-101.5121	-41.817
10/07/2026 16:46:21	1632	-99.7915	-28.2375	62.7343	36.8596	-78.1929	-104.5762	-48.4463
11/07/2026 16:46:21	1633	-103.2298	-27.3283	58.1743	25.9466	-87.3276	-107.1045	-55.1928
12/07/2026 16:46:21	1634	-107.4162	-27.6302	52.4153	14.3664	-96.1206	-109.7895	-62.6576
13/07/2026 16:46:21	1635	-112.7184	-29.1353	45.8741	2.1816	-104.965	-113.282	-70.836
14/07/2026 16:46:21	1636	-117.5453	-31.1066	38.1828	-10.5052	-112.4924	-116.1013	-78.6297
15/07/2026 16:46:21	1637	-123.4828	-34.411	29.4734	-24.1905	-120.5688	-119.798	-87.5366
16/07/2026 16:46:21	1638	-127.3241	-37.1558	20.6749	-37.0315	-126.0217	-121.3877	-94.7941
17/07/2026 16:46:21	1639	-131.9266	-40.4583	11.7441	-49.8858	-131.2178	-123.6437	-102.2578
18/07/2026 16:46:21	1640	-128.7633	-123.3947	-129.5955	-65.9826	8.1046	-38.3353	-100.4689
19/07/2026 16:46:21	1641	-127.0565	-123.1444	-128.0135	-55.6235	16.4907	-36.1228	-96.0877
20/07/2026 16:46:21	1642	-122.4158	-120.2645	-123.2559	-43.4259	24.9608	-33.0499	-89.3577
21/07/2026 16:46:21	1643	-121.3922	-120.5271	-120.7991	-33.1974	31.4508	-33.0051	-85.2977
22/07/2026 16:46:21	1644	-119.7596	-120.2934	-117.2906	-22.8519	37.281	-33.1929	-80.7696
23/07/2026 16:46:21	1645	-114.2084	-116.2749	-110.223	-11.0771	43.9802	-31.0152	-73.4311
24/07/2026 16:46:21	1646	-109.4516	-112.7145	-102.6574	0.8885	50.1495	-29.8806	-66.3086
25/07/2026 16:46:21	1647	-106.0132	-110.1247	-95.2563	11.8077	54.9773	-30.1035	-60.0262
26/07/2026 16:46:21	1648	-103.7193	-108.3036	-87.8583	21.5203	58.0213	-31.9102	-54.6454
27/07/2026 16:46:21	1649	-102.4848	-107.1229	-80.8579	29.9683	59.7783	-34.7828	-50.2522
28/07/2026 16:46:21	1650	-101.3662	-105.515	-72.7079	38.9909	61.7211	-37.701	-45.5718
29/07/2026 16:46:21	1651	-99.9566	-103.1111	-63.7706	47.433	63.0101	-40.5447	-41.0604
30/07/2026 16:46:21	1652	-99.9793	-101.5174	-55.537	53.2921	61.0651	-45.687	-38.5061
31/07/2026 16:46:21	1653	-101.1953	-100.7992	-48.1194	57.7416	57.9427	-51.5797	-37.341
01/08/2026 16:46:21	1654	-102.4183	-99.8458	-39.7843	62.8072	55.0049	-57.5223	-36.2164
02/08/2026 16:46:21	1655	-101.3892	-96.7845	-30.3402	67.5284	52.109	-61.4407	-34.3164
03/08/2026 16:46:21	1656	-101.1223	-94.4657	-20.9834	72.6126	49.4745	-65.1875	-32.779
04/08/2026 16:46:21	1657	-100.2229	-91.6254	-11.9414	76.0405	45.374	-68.4561	-31.8392
05/08/2026 16:46:21	1658	-100.6038	-89.9044	-3.1867	79.5831	40.9476	-72.2771	-31.5937
06/08/2026 16:46:21	1659	-98.9891	-86.5325	5.5096	81.8267	36.0494	-74.1897	-30.6683
07/08/2026 16:46:21	1660	-98.4851	-83.9948	13.5265	82.9987	29.7492	-76.904	-30.5782
08/08/2026 16:46:21	1661	-98.8453	-82.41	20.2489	83.224	22.6922	-80.0289	-31.5201
09/08/2026 16:46:21	1662	-98.0964	-79.067	27.4113	83.0184	15.5087	-81.9466	-31.3779
10/08/2026 16:46:21	1663	-98.2875	-75.8036	34.6748	83.5154	8.5613	-84.439	-31.2328
11/08/2026 16:46:21	1664	-96.6353	-70.4602	41.5016	82.3451	0.6879	-85.6747	-30.579
12/08/2026 16:46:21	1665	-93.4383	-63.594	48.9827	82.0831	-5.6253	-85.2286	-28.4624
13/08/2026 16:46:21	1666	-93.4605	-59.748	53.1503	78.9279	-14.5204	-87.6089	-29.4191
14/08/2026 16:46:21	1667	-92.8276	-55.2965	56.5078	75.0393	-23.3053	-89.4598	-30.6111
15/08/2026 16:46:21	1668	-92.8749	-50.913	58.7971	69.7544	-33.0775	-91.8826	-32.7219
16/08/2026 16:46:21	1669	-94.7378	-48.5048	58.2294	62.0468	-44.2029	-95.662	-37.2572
17/08/2026 16:46:21	1670	-96.4312	-45.6172	57.5373	54.3498	-54.5199	-98.8352	-41.5544
18/08/2026 16:46:21	1671	-99.3645	-43.4393	56.0784	45.8333	-65.4262	-102.5879	-47.0762
19/08/2026 16:46:21	1672	-102.0763	-41.1273	53.8786	36.8285	-75.2744	-105.4347	-52.4687
20/08/2026 16:46:21	1673	-104.401	-39.0872	50.8572	27.4324	-84.003	-107.1615	-57.9372
21/08/2026 16:46:21	1674	-108.2022	-37.9711	47.3766	17.6684	-92.8996	-109.7022	-64.2025
22/08/2026 16:46:21	1675	-111.2094	-37.1796	42.4612	6.9881	-100.4714	-111.04	-70.2929
23/08/2026 16:46:21	1676	-116.1292	-38.0917	36.3424	-4.9147	-108.9567	-113.8494	-77.9668
24/08/2026 16:46:21	1677	-120.3494	-39.1574	30.0023	-16.2742	-115.719	-115.9779	-84.7733
25/08/2026 16:46:21	1678	-124.7419	-41.2289	22.1475	-28.6899	-121.9002	-118.068	-91.9074
26/08/2026 16:46:21	1679	-130.6429	-44.4338	13.8926	-41.7167	-128.9833	-121.6616	-100.1704
27/08/2026 16:46:21	1680	-133.7818	-47.127	4.9657	-53.784	-132.5204	-122.5096	-106.2234
